Name,Label
Maienfeld,0
Maisprach,2
Maladers,0
Malans,2
Malters,5
Mammern,1
Mandach,0
Manno,4
Maracon,6
Marbach (SG),1
Marchissy,6
Marly,5
Marmorera,5
Maroggia,4
Marsens,5
Marthalen,0
Martigny,6
Martigny-Combe,4
Maschwanden,0
Masein,6
Massagno,4
Massongex,5
Massonnens,7
Mathod,2
Mathon,4
Matran,5
Matten bei Interlaken,0
Mattstetten,0
Matzendorf,5
Matzingen,1
Mauborget,1
Mauensee,5
Maur,3
Mauraz,2
Medel (Lucmagn),5
Meggen,7
Meienried,4
Meierskappel,1
Meikirch,2
Meilen,6
Meinier,6
Meinisberg,0
Meiringen,0
Meisterschwanden,3
Melano,4
Melchnau,0
Melide,4
Mellikon,3
Mellingen,1
Mels,5
Meltingen,5
Mendrisio,4
Menziken,1
Menzingen,5
Menznau,5
Merenschwand,1
Mergoscia,4
Merishausen,0
Mervelier,5
Merzligen,0
Mesocco,5
Messen,6
Mettauertal,1
Mettembert,5
Mettmenstetten,3
Metzerlen-Mariastein,5
Mex (VD),6
Meyriez,3
Meyrin,6
Mezzovico-Vira,4
Mies,6
Miglieglia,4
Milvignes,6
Minusio,4
Mirchel,0
Misery-Courtion,5
Missy,6
Miège,4
Moiry,6
Moleno,4
Mollens (VD),2
Mollens (VS),5
Molondin,6
Mont-Noble,5
Mont-Tramelan,0
Mont-la-Ville,6
Mont-sur-Rolle,6
Montagny (FR),5
Montagny-près-Yverdon,6
Montalchez,6
Montana,5
Montanaire,6
Montcherand,2
Monte Carasso,4
Monteceneri,4
Monteggio,4
Montet (Glâne),7
Montfaucon,5
Montherod,6
Monthey,5
Montilliez,6
Montpreveyres,6
Montreux,6
Montricher,6
Moosleerau,0
Moosseedorf,0
Morbio Inferiore,4
Morcote,4
Morens (FR),7
Morges,6
Morlon,5
Morrens (VD),6
Morschach,1
Mosnang,5
Mosogno,4
Moudon,6
Moutier,7
Movelier,5
Muhen,0
Mulegns,5
Mumpf,1
Mundaun,5
Muntelier,7
Muolen,5
Muotathal,1
Muralto,4
Murgenthal,0
Muri (AG),1
Muri bei Bern,6
Muriaux,6
Murist,7
Murten,7
Mutrux,2
Mutten,0
Muttenz,7
Muzzano,4
Mägenwil,1
Männedorf,3
Märstetten,1
Ménières,5
Mézières (FR),5
Mézières (VD),6
Möhlin,1
Mönchaltorf,2
Mönthal,0
Mörel-Filet,5
Mörigen,0
Möriken-Wildegg,1
Mörschwil,5
Mötschwil,0
Mühlau,1
Mühleberg,0
Mühledorf (BE),0
Mühlethurnen,0
Müllheim,1
Mülligen,0
Mümliswil-Ramiswil,5
Münchenbuchsee,2
Münchenstein,7
Münchenwiler,0
Münchwilen (AG),1
Münchwilen (TG),1
Münsingen,2
Münster-Geschinen,5
Münsterlingen,3
Müntschemier,0
Naters,5
Nebikon,6
Neckertal,1
Neerach,0
Neftenbach,1
Neggio,4
Nendaz,5
Nenzlingen,1
Nesslau,1
Neuchâtel,6
Neuendorf,5
Neuenegg,0
Neuenhof,1
Neuenkirch,5
Neuhausen am Rheinfall,2
Neuheim,5
Neunforn,0
Neunkirch,2
Neyruz (FR),5
Nidau,2
Niederbipp,0
Niederbuchsiten,5
Niederbüren,1
Niederdorf,3
Niedergesteln,5
Niederglatt,0
Niedergösgen,1
Niederhasli,0
Niederhelfenschwil,1
Niederhünigen,0
Niederlenz,3
Niedermuhlern,4
Niederried bei Interlaken,0
Niederrohrdorf,3
Niederwald,5
Niederweningen,2
Niederwil (AG),1
Niederönz,0
Niederösch,4
Nods,0
Noflen,4
Noréaz,5
Nottwil,5
Novaggio,4
Novalles,2
Novazzano,4
Noville,6
Nufenen,0
Nuglar-St. Pantaleon,3
Nunningen,5
Nusshof,2
Nuvilly,5
Nyon,6
Nürensdorf,1
Oberbalm,0
Oberbipp,0
Oberbuchsiten,5
Oberburg,0
Oberbüren,1
Oberdiessbach,0
Oberdorf (BL),3
Oberdorf (NW),0
Oberdorf (SO),6
Oberegg,5
Oberembrach,0
Oberems,5
Oberengstringen,3
Oberentfelden,1
Obergerlafingen,3
Oberglatt,0
Obergoms,5
Obergösgen,7
Oberhallau,0
Oberhelfenschwil,5
Oberhof,1
Oberhofen am Thunersee,2
Oberhünigen,0
Oberiberg,1
Oberkirch,5
Oberkulm,0
Oberlangenegg,0
Oberlunkhofen,3
Obermumpf,1
Oberried am Brienzersee,0
Oberrieden,3
Oberriet (SG),1
Oberrohrdorf,3
Oberrüti,1
Obersaxen,5
Oberschrot,5
Obersiggenthal,3
Oberstammheim,2
Obersteckholz,0
Oberthal,0
Oberuzwil,3
Oberweningen,0
Oberwil (BL),7
Oberwil bei Büren,0
Oberwil im Simmental,0
Oberwil-Lieli,3
Oberägeri,5
Oberösch,4
Obfelden,3
Ochlenberg,0
Oekingen,7
Oensingen,3
Oeschenbach,0
Oeschgen,1
Oetwil am See,0
Oetwil an der Limmat,3
Oftringen,1
Ogens,2
Ollon,6
Olsberg,3
Olten,6
Oltingen,2
Onex,6
Onnens (VD),6
Onsernone,4
Opfikon,1
Oppens,2
Oppligen,0
Orbe,6
Orges,6
Origlio,4
Ormalingen,2
Ormont-Dessous,6
Ormont-Dessus,6
Orny,6
Oron,6
Orpund,0
Orselina,4
Orsières,5
Orvin,0
Orzens,2
Osogna,4
Ossingen,0
Ostermundigen,2
Otelfingen,1
Othmarsingen,1
Ottenbach,3
Oulens-sous-Echallens,6
Pailly,6
Pampigny,6
Paradiso,4
Paudex,6
Payerne,6
Penthalaz,6
Penthaz,6
Penthéréaz,6
Perly-Certoux,6
Perrefitte,0
Perroy,6
Personico,4
Peseux,6
Petit-Val,0
Pfaffnau,5
Pfeffingen,7
Pfungen,0
Pfyn,0
Pfäfers,1
Pfäffikon,2
Pianezzo,4
Pierrafortscha,7
Pieterlen,0
Plaffeien,5
Plan-les-Ouates,6
Plasselb,1
Plateau de Diesse,2
Pleigne,5
Pohlern,0
Poliez-Pittet,7
Pollegio,4
Pompaples,6
Pomy,2
Pont-en-Ogoz,5
Pont-la-Ville,5
Ponte Capriasca,4
Ponte Tresa,4
Ponthaux,5
Pontresina,2
Porrentruy,4
Port,2
Port-Valais,5
Porza,4
Poschiavo,5
Prangins,6
Prato (Leventina),4
Pratteln,7
Pregny-Chambésy,6
Premier,2
Preonzo,4
Presinge,6
Prez-vers-Noréaz,7
Prilly,6
Provence,0
Préverenges,6
Prévondavaux,7
Prévonloup,6
Puidoux,6
Pully,6
Puplinge,6
Pura,4
Péry-La Heutte,0
Quarten,1
Quinto,4
Radelfingen,0
Rafz,0
Rain,5
Ramlinsburg,2
Ramsen,0
Rances,2
Randa,5
Randogne,5
Raperswilen,0
Rapperswil (BE),0
Rapperswil-Jona,3
Raron,5
Realp,5
Rebeuvelier,4
Rebstein,1
Rebévelier,0
Recherswil,7
Rechthalten,5
Reckingen-Gluringen,5
Reconvilier,0
Regensberg,3
Regensdorf,0
Rehetobel,6
Reichenbach im Kandertal,0
Reichenburg,1
Reiden,5
Reigoldswil,2
Reinach (AG),1
Reinach (BL),7
Reisiswil,0
Reitnau,0
Rekingen (AG),0
Remaufens,5
Remetschwil,1
Remigen,1
Renan (BE),2
Renens (VD),6
Rennaz,6
Reute (AR),6
Reutigen,0
Reverolle,6
Rheinau,2
Rheineck,1
Rheinfelden,3
Rhäzüns,5
Riaz,7
Richterswil,3
Rickenbach (BL),2
Rickenbach (LU),5
Rickenbach (SO),7
Rickenbach (TG),1
Rickenbach (ZH),0
Riddes,6
Ried bei Kerzers,3
Ried-Brig,5
Riederalp,5
Riedholz,7
Riehen,6
Riemenstalden,0
Rietheim,1
Rifferswil,2
Riggisberg,0
Ringgenberg (BE),0
Riniken,3
Riom-Parsonz,4
Risch,5
Riva San Vitale,4
Rivaz,6
Roche (VD),6
Rochefort,6
Roches (BE),0
Rocourt,4
Rodersdorf,6
Roggenburg,0
Roggliswil,5
Roggwil (BE),0
Roggwil (TG),1
Rohr (SO),5
Rohrbach,0
Rohrbachgraben,0
Rolle,6
Romainmôtier-Envy,6
Romanel-sur-Lausanne,6
Romanel-sur-Morges,6
Romanshorn,3
Romont (BE),0
Romont (FR),5
Romoos,5
Ronco sopra Ascona,4
Rongellen,1
Root,5
Ropraz,6
Rorbas,0
Rorschach,7
Rorschacherberg,3
Rossa,1
Rossemaison,4
Rossenges,6
Rossens (FR),5
Rossinière,6
Rothenbrunnen,0
Rothenburg,5
Rothenfluh,2
Rothenthurm,1
Rothrist,0
Rottenschwil,0
Rougemont,6
Roveredo (GR),1
Rovio,4
Rovray,0
Rubigen,0
Rudolfstetten-Friedlisberg,1
Rue,5
Rueyres,3
Rueyres-les-Prés,5
Rumendingen,0
Rumisberg,0
Rupperswil,1
Russikon,1
Russin,6
Russy,5
Ruswil,5
Römerswil,5
Röschenz,5
Röthenbach im Emmental,0
Rüderswil,0
Rüdlingen,0
Rüdtligen-Alchenflüh,0
Rüeggisberg,0
Rüegsau,0
Rüfenach,1
Rümikon,0
Rümlang,0
Rümligen,0
Rümlingen,2
Rünenberg,2
Rüschegg,0
Rüschlikon,6
Rüte,5
Rüthi (SG),5
Rüti (ZH),3
Rüti bei Büren,0
Rüti bei Lyssach,4
Rütschelen,0
Rüttenen,6
S-chanf,0
Saanen,0
Saas,0
Saas-Almagell,5
Saas-Balen,5
Saas-Fee,5
Saas-Grund,5
Sachseln,0
Safenwil,0
Safiental,5
Safnern,0
Sagogn,5
Saicourt,0
Saignelégier,4
Saillon,5
Saint-Aubin (FR),5
Saint-Aubin-Sauges,6
Saint-Barthélemy (VD),7
Saint-Blaise,6
Saint-Brais,5
Saint-Cergue,3
Saint-George,6
Saint-Gingolph,5
Saint-Imier,2
Saint-Livres,6
Saint-Légier-La Chiésaz,6
Saint-Léonard,5
Saint-Martin (FR),7
Saint-Martin (VS),5
Saint-Maurice,5
Saint-Oyens,6
Saint-Prex,6
Saint-Saphorin (Lavaux),6
Saint-Sulpice (VD),6
Sainte-Croix,6
Salenstein,1
Salgesch,5
Salmsach,1
Salouf,5
Salvan,4
Salvenach,1
Samedan,5
Samnaun,1
San Vittore,7
Sant'Antonino,4
Sant'Antonio,4
Santa Maria in Calanca,1
Sargans,3
Sarmenstorf,1
Sarnen,0
Sarzens,6
Satigny,6
Sattel,5
Saubraz,2
Sauge,0
Saulcy,5
Saules (BE),0
Savigny,6
Savièse,5
Savognin,5
Savosa,4
Saxeten,0
Saxon,7
Schaffhausen,2
Schafisheim,1
Schangnau,0
Scharans,0
Schattdorf,1
Schattenhalb,0
Schelten,0
Schenkon,5
Scherz,0
Scheuren,0
Schiers,0
Schinznach,1
Schinznach-Bad,3
Schlatt (TG),0
Schlatt (ZH),0
Schlatt-Haslen,5
Schleinikon,0
Schleitheim,0
Schlierbach,5
Schlieren,3
Schlossrued,0
Schlosswil,0
Schluein,5
Schmerikon,3
Schmiedrued,0
Schmitten (FR),5
Schmitten (GR),5
Schneisingen,1
Schnottwil,6
Schongau,5
Schupfart,1
Schwaderloch,0
Schwadernau,0
Schwanden bei Brienz,0
Schwarzenberg,5
Schwarzenburg,0
Schwarzhäusern,0
Schwellbrunn,0
Schwende,5
Schwendibach,0
Schwerzenbach,2
Schwyz,5
Schänis,5
Schöfflisdorf,1
Schöftland,1
Schönenberg (ZH),1
Schönenbuch,3
Schönengrund,0
Schönenwerd,7
Schönholzerswilen,0
Schötz,5
Schübelbach,1
Schüpfen,0
Schüpfheim,5
Scuol,0
Seeberg,0
Seedorf (BE),0
Seedorf (UR),5
Seegräben,2
Seehof,0
Seelisberg,5
Seengen,1
Seewen,5
Seewis im Prättigau,0
Seftigen,0
Seltisberg,6
Selzach,3
Sembrancher,5
Sementina,4
Sempach,5
Semsales,5
Senarclens,6
Sennwald,1
Senèdes,7
Seon,1
Sergey,0
Serravalle,4
Servion,6
Sessa,4
Seuzach,1
Sevelen,1
Siblingen,0
Sierre,5
Siglistorf,0
Signau,0
Signy-Avenex,6
Sigriswil,0
Silenen,5
Sils im Domleschg,0
Sils im Engadin/Segl,6
Silvaplana,6
Simplon,5
Sins,1
Sion,5
Sirnach,1
Siselen,0
Sisikon,0
Sissach,6
Sisseln,1
Siviriez,5
Soazza,5
Sobrio,4
Solothurn,6
Sommeri,0
Sonceboz-Sombeval,0
Sonogno,4
Sonvilier,0
Soral,5
Sorengo,4
Sorens,7
Sorvilier,6
Soubey,5
Soyhières,5
Speicher,6
Spiez,0
Spiringen,5
Splügen,0
Spreitenbach,1
St. Antoni,5
St. Antönien,0
St. Gallen,7
St. Margrethen,1
St. Moritz,6
St. Niklaus,5
St. Silvester,1
St. Stephan,0
St. Ursen,5
Stabio,4
Stadel,0
Staffelbach,0
Stalden (VS),5
Staldenried,5
Stallikon,3
Stans,0
Stansstad,0
Starrkirch-Wil,7
Staufen,3
Steckborn,3
Steffisburg,0
Steg-Hohtenn,5
Stein (AG),1
Stein (AR),6
Stein am Rhein,0
Steinach,1
Steinen,5
Steinerberg,1
Steinhausen,5
Steinmaur,0
Stetten (AG),1
Stetten (SH),0
Stettfurt,1
Stettlen,0
Stocken-Höfen,0
Strengelbach,0
Studen (BE),0
Stäfa,3
Stüsslingen,7
Subingen,7
Suchy,6
Sufers,4
Suhr,3
Sulgen,1
Sullens,2
Sumiswald,0
Sumvitg,5
Sur,5
Surpierre,5
Sursee,5
Suscévaz,2
Sutz-Lattrigen,0
Syens,6
Sâles,5
Sévaz,7
Sévery,6
Tafers,5
Tamins,0
Tannay,6
Tartegnin,6
Tavannes,0
Tecknau,0
Tegerfelden,1
Tenero-Contra,4
Tenniken,6
Tentlingen,5
Termen,5
Terre di Pedemonte,4
Teufen (AR),6
Teufenthal (AG),1
Teuffenthal (BE),0
Thal,1
Thalheim (AG),0
Thalheim an der Thur,0
Thalwil,6
Thayngen,0
Therwil,7
Thierachern,0
Thun,0
Thundorf,0
Thunstetten,0
Thusis,5
Thônex,6
Thörigen,0
Thürnen,2
Tinizong-Rona,4
Titterten,2
Tobel-Tägerschen,0
Toffen,0
Tolochenaz,6
Torny,5
Torricella-Taverne,4
Trachselwald,0
Tramelan,2
Trasadingen,2
Treiten,0
Trey,6
Treycovagnes,2
Treytorrens (Payerne),2
Treyvaux,5
Triengen,5
Trient,6
Trimbach,7
Trimmis,1
Trin,6
Trogen,6
Troinex,6
Troistorrents,5
Trub,0
Trubschachen,0
Trun,5
Truttikon,0
Trélex,6
Trüllikon,0
Tschappina,4
Tschiertschen-Praden,5
Tschugg,0
Tuggen,1
Tujetsch,5
Turbenthal,0
Turgi,7
Turtmann-Unterems,5
Twann-Tüscherz,2
Tägerig,1
Tägertschi,0
Tägerwilen,3
Täsch,5
Täuffelen,0
Tévenon,6
Törbel,5
Tübach,1
Udligenswil,7
Ueberstorf,5
Uebeschi,0
Ueken,1
Uerkheim,0
Uesslingen-Buch,1
Uetendorf,0
Uetikon am See,3
Uezwil,1
Ufhusen,5
Uitikon,6
Ulmiz,1
Unterbäch,5
Untereggen,1
Unterengstringen,3
Unterentfelden,3
Unteriberg,0
Unterkulm,0
Unterlangenegg,0
Unterlunkhofen,1
Unterramsern,6
Unterschächen,5
Unterseen,0
Untersiggenthal,3
Unterstammheim,2
Untervaz,1
Unterägeri,5
Urdorf,3
Urmein,5
Urnäsch,0
Ursenbach,0
Ursins,2
Ursy,5
Urtenen-Schönbühl,0
Uster,2
Uttigen,0
Uttwil,3
Utzenstorf,0
Uznach,1
Uzwil,1
Vacallo,4
Val Müstair,5
Val Terbi,4
Val-d'Illiez,5
Val-de-Charmey,5
Val-de-Ruz,6
Val-de-Travers,6
Valangin,6
Valbirse,0
Valbroye,6
Valeyres-sous-Montagny,6
Valeyres-sous-Rances,3
Valeyres-sous-Ursins,0
Vallon,5
Vallorbe,6
Vals,5
Valsot,4
Vandoeuvres,6
Varen,5
Vaulion,6
Vaulruz,5
Vaumarcus,6
Vaux-sur-Morges,6
Vaz/Obervaz,5
Vechigen,0
Vellerat,4
Veltheim (AG),0
Vendlincourt,5
Venthône,4
Verdabbio,5
Vergeletto,4
Vernate,4
Vernay,7
Vernayaz,4
Vernier,6
Versoix,6
Vevey,6
Vex,5
Veyras,5
Veyrier,6
Veysonnaz,5
Veytaux,6
Vezia,4
Vich,6
Vico Morcote,4
Villarepos,7
Villars-Epeney,0
Villars-Sainte-Croix,6
Villars-le-Comte,0
Villars-le-Terroir,7
Villars-sous-Yens,6
Villars-sur-Glâne,4
Villarsel-sur-Marly,4
Villarzel,6
Villaz-Saint-Pierre,7
Villeneuve (FR),5
Villeneuve (VD),6
Villeret,2
Villigen,1
Villmergen,1
Villnachern,3
Villorsonnens,5
Vilters-Wangs,1
Vinelz,0
Vinzel,6
Vionnaz,5
Visp,5
Visperterminen,5
Vitznau,7
Vogorno,4
Volken,0
Volketswil,0
Vollèges,5
Vordemwald,0
Vorderthal,0
Vouvry,6
Vuadens,5
Vuarrens,6
Vucherens,6
Vufflens-la-Ville,6
Vufflens-le-Château,6
Vugelles-La Mothe,0
Vuissens,5
Vuisternens-devant-Romont,5
Vuisternens-en-Ogoz,5
Vuiteboeuf,2
Vulliens,6
Vullierens,6
Vully-les-Lacs,6
Vérossaz,4
Vétroz,4
Wachseldorn,0
Wagenhausen,0
Wahlen,5
Walchwil,5
Wald (AR),6
Wald (BE),0
Wald (ZH),3
Waldenburg,2
Waldkirch,5
Waldstatt,6
Walenstadt,1
Walkringen,0
Wallbach,1
Wallenried,7
Wallisellen,3
Walliswil bei Niederbipp,0
Walliswil bei Wangen,0
Walperswil,0
Waltalingen,0
Waltensburg/Vuorz,5
Waltenschwil,1
Walterswil (BE),0
Walterswil (SO),1
Walzenhausen,2
Wangen (SZ),1
Wangen an der Aare,0
Wangen bei Olten,7
Wangen-Brüttisellen,1
Wangenried,0
Wartau,3
Warth-Weiningen,1
Wassen,5
Wasterkingen,0
Wattenwil,0
Wattwil,1
Wauwil,5
Weesen,3
Wegenstetten,1
Weggis,7
Weiach,0
Weinfelden,3
Weiningen (ZH),1
Weisslingen,0
Welschenrohr,5
Wengi,0
Wenslingen,2
Werthenstein,5
Wettingen,3
Wettswil am Albis,3
Wetzikon (ZH),2
Wichtrach,0
Widen,1
Widnau,1
Wiedlisbach,0
Wiesendangen,1
Wiggiswil,0
Wigoltingen,1
Wikon,1
Wil (SG),3
Wil (ZH),0
Wila,0
Wilchingen,0
Wildberg,0
Wilderswil,0
Wildhaus-Alt St. Johann,1
Wilen (TG),1
Wiler (Lötschen),5
Wiler bei Utzenstorf,0
Wileroltigen,0
Wiliberg,0
Willadingen,0
Willisau,5
Wimmis,0
Windisch,3
Winkel,1
Wintersingen,2
Winterthur,6
Winznau,7
Wisen (SO),7
Wislikofen,1
Wittenbach,3
Witterswil,7
Wittinsburg,2
Wittnau,1
Wohlen (AG),3
Wohlen bei Bern,2
Wohlenschwil,1
Wolfenschiessen,0
Wolfhalden,6
Wolfisberg,0
Wolfwil,5
Wolhusen,5
Wollerau,7
Worb,2
Worben,0
Wuppenau,1
Wynau,0
Wynigen,0
Wyssachen,0
Wädenswil,3
Wäldi,0
Wängi,1
Wölflinswil,1
Wünnewil-Flamatt,5
Würenlingen,1
Würenlos,1
Yens,6
Yverdon-les-Bains,6
Yvonand,6
Yvorne,6
Zeglingen,2
Zeihen,1
Zeiningen,3
Zell (LU),5
Zell (ZH),0
Zeneggen,5
Zermatt,5
Zernez,0
Zetzwil,0
Ziefen,2
Zielebach,0
Zihlschlacht-Sitterdorf,1
Zillis-Reischen,0
Zizers,0
Zofingen,3
Zollikofen,2
Zollikon,6
Zuchwil,7
Zufikon,1
Zug,7
Zullwil,1
Zumholz,5
Zumikon,6
Zunzgen,2
Zuoz,4
Zuzgen,0
Zuzwil (BE),0
Zuzwil (SG),1
Zweisimmen,0
Zwieselberg,0
Zwingen,5
Zwischbergen,1
Zäziwil,0
Zürich,6
Sternenberg,0
Bertschikon,1
La Heutte,0
Plagne,0
Vauffelin,0
Etzelkofen,0
Grafenried,0
Limpach,0
Schalunen,0
Scheunen,0
Zauggenried,0
Bleiken bei Oberdiessbach,0
Malleray,0
Monible,0
Pontenet,0
Sornetan,0
Souboz,0
Diesse,2
Lamboing,2
Niederstocken,0
Oberstocken,0
Gadmen,0
Cerniat (FR),5
Charmey,5
Staatswald Galm,7
Aetigkofen,6
Aetingen,6
Bibern (SO),6
Gossliwil,6
Hessigkofen,6
Kyburg-Buchegg,6
Tscheppach,6
Alvaschein,5
Mon,5
Stierva,5
Tiefencastel,5
Alvaneu,5
Brienz/Brinzauls,5
Surava,5
Castrisch,5
Ilanz,5
Ladir,5
Luven,5
Pitasch,5
Riein,5
Ruschein,5
Schnaus,5
Sevgein,5
Duvin,5
St. Martin,5
Pigniu,5
Rueun,5
Siat,5
Almens,5
Paspels,5
Pratval,5
Rodels,5
Tomils,5
Ardez,4
Guarda,4
Lavin,0
Susch,0
Tarasp,4
Ftan,4
Sent,4
Arvigo,5
Braggio,5
Cauco,5
Selma,5
Hermetschwil-Staffeln,3
Oberflachs,1
Schinznach-Dorf,1
Unterendingen,3
Cavigliano,4
Tegna,4
Verscio,4
Bogno,4
Cadro,4
Carona,4
Certara,4
Cimadera,4
Sonvico,4
Valcolla,4
Besazio,4
Ligornetto,4
Meride,4
Comunanza Cadenazzo/Monteceneri,4
Arzier,6
Betten,5
Martisberg,5
